estado;alta;ruc;cliente;ubigeo;direccion;tamaño;actividad;ms_us;latitud;longitud
Vigente;24/04/2025;10089727311;ABEL DEMETRIO CORONADO CASTILLA;Lima Lima San Juan de Lurigancho;PASAJE HIPOLITO UNANUE 105 CHACARRILLA DE OTERO;ND;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES NO CLASIFICADOS PREVIAMENTE;US;-12.0248946;-77.0103848
Vigente;23/04/2025;20100283027;MIKY PLAST S.A.C. . .;Lima Lima Ate;Sta. Lucia 177, Lima 15022, Perú;Pequeña Empresa;FABRICACION DE PRODUCTOS DE PLASTICO;US;-12.0674415;-76.9842973
Vigente;25/04/2025;20613695487;INVERSIONES PURNATA S.A.C. . .;Lima Lima Miraflores;CAL.ALCANFORES NRO. 373;Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.12290932;-77.02770934
Vigente;28/04/2025;20602886779;MIKALU SCHOOL SOCIEDAD ANONIMA CERRADA   MIKALU SCHOOL S.A.C. . .;Lima Lima Los Olivos;Jr pataz Mz S lote 18 Urb covida;ND;;US;-11.9961495;-77.080805
Vigente;26/04/2025;20602886779;MIKALU SCHOOL SOCIEDAD ANONIMA CERRADA   MIKALU SCHOOL S.A.C. . .;Lima Lima Los Olivos;av carlos izaguirre Mz A lote 9 los olivos;ND;;US;-11.99060833;-77.08099276
Vigente;28/04/2025;20602886779;MIKALU SCHOOL SOCIEDAD ANONIMA CERRADA   MIKALU SCHOOL S.A.C. . .;Lima Lima Los Olivos;Mz D lote 13, URB las palmas reales los olivos;ND;;US;-11.99376592;-77.07991853
Vigente;3/05/2025;20543608271;INVERSIONES GORRION S.A.C. . .;Callao Prov. Const. del Callao Ventanilla;MZ C7 LOTE 10 URB. EX ZONA COMERCIAL (SALA DE JUEGOS ORO NEGRO), VENTANILLA - CALLAO - CALLAO;ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-11.8741875;-77.1273125
Vigente;6/05/2025;20602481116;CORPORACION CLASAM EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA . .;Callao Prov. Const. del Callao Callao;AV. ELMER FAUCETT 1670 BELLAVISTA - CALLAO;ND;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.0608724;-77.0970434
Vigente;23/04/2025;20610065326;CHILLERS PERU SOLUCIONES E.I.R.L. . .;Lima Lima Los Olivos;MANGANESO NRO. 210 los;Micro Empresa;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS;US;-11.9682664;-77.0637274
Vigente;22/04/2025;20378157138;SHALOM EXPRESS S.A.C. . .;Lima Lima Puente Piedra;AV SAN LORENZO MZ C LT 20 - ADP VIGEN DE COPACABANA;Pequeña Empresa;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;MS;-11.8567125;-77.0676406
Vigente;23/04/2025;20606278226;BABILONIA ENTERTAINMENT S.A.C. . .;Lima Lima Los Olivos;Av. Las Palmeras 4941, Los Olivos 15304, Perú;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-11.9794265;-77.0726485
Vigente;24/04/2025;20514879312;INSTITUCION EDUCATIVA PRIVADA GRAN ALMIRANTE MIGUEL GRAU S.A.C. IEP GRALMIGRAU SAC . .;Lima Lima Puente Piedra;MZA. A LOTE. 1 APV. ASOC. FLORIDA DEL NORTE - PUENTE PIEDRA;Micro Empresa;ENSEÑANZA PREESCOLAR Y PRIMARIA;US;-11.8851875;-77.0680625
Vigente;24/04/2025;20516895005;GYNAECIA EIRL . .;Lima Lima San Borja;CALLE MARCHAND 164 URB. SAN BORJA LIMA - LIMA - SAN BORJA;Micro Empresa;ACTIVIDADES DE MEDICOS Y ODONTOLOGOS;US;-12.0959088;-77.0033887
Vigente;30/04/2025;20501463591;YAMASIA S.A.C. . .;Lima Lima La Molina;EL SAUCE NRO. 122 la molina;Micro Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.0835632;-76.9289495
Vigente;24/04/2025;20611505508;LA PRINCIPAL SPORT E.I.R.L. . .;Lima Lima La Victoria;AV. DEL AIRE NRO. 601 URB. TUPAC AMARU LIMA - LA VICTORIA;Micro Empresa;OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS NO CLASIFICADOS PREVIAMENTE;US;-12.0823068;-77.0083604
Vigente;28/04/2025;20482646388;1956 S.A.C. . .;La Libertad Trujillo  Trujillo;AV. LARCO 1033 TRUJILLO;Mediana Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-8.1234033;-79.0374518
Vigente;23/04/2025;20610557288;CONSORCIO PEQUI S.A.C. . .;Lima Lima Ate;Avenida Nicolas Ayllon 5345, urb los angeles, Lima;Mediana Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.0309806;-76.9247415
Vigente;24/04/2025;20100351634;WILTON S SOCIEDAD ANONIMA CERRADA . .;Lima Lima Santiago de Surco;Avenida Aviación 5161, Santiago de Surco, Perú;Pequeña Empresa;ELABORACION DE PRODUCTOS DE PANADERIA;US;-12.1279901;-77.0004272
Vigente;25/04/2025;20511457719;OPERACION SAN ANDRES ONG;Lima Lima Comas;María Parado de Bellido Mz Q3 Lote  93 comas;Pequeña Empresa;ACTIVIDADES DE OTRAS ASOCIACIONES NO CLASIFICADOS PREVIAMENTE;US;-11.9097625;-77.0120781
Vigente;25/04/2025;20602006671;GRUPO GALENOS OCUPACIONALES S.A.C. . .;Lima Lima Lurin;MZA. A LOTE. 2B A.H. AGRUPACION DE FAMILIAS DEL JIRON PROLONGACION CASTILLA (LOTE 2A Y 2B) LIMA - LIMA - LURIN;ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.2771625;-76.8668594
Vigente;25/04/2025;20611024186;JABE BIENES RAICES S.A.C. . .;Lima Lima San Juan de Lurigancho;JR. LOS RUISEÑORES NRO. 922 URB. RESIDENCIAL HORIZONTE, SAN JUAN DE LURIGANCHO;Micro Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;US;-12.01566554;-76.99856898
Vigente;25/04/2025;20606259540;VARGASANT S.A.C. . .;Lima Lima El Agustino;MZA. Q LOTE. 8 URB. PRADERA D STA ANITA 3RA E;ND;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VIA TERRESTRE;US;-12.0280125;-76.9651094
Vigente;2/05/2025;20608914146;CORPORACION CADENA DE RESTAURANTES DORIS S.A.C. . .;Lima Lima Santa Anita;AV. HUANCARAY MZA. A LOTE. 17 URB. BENJAMIN DOIG LIMA - LIMA - SANTA ANITA;Pequeña Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.0363125;-76.9511875
Vigente;23/04/2025;20606784181;DIGITAL TRANSMISIONES SOCIEDAD ANONIMA CERRADA . .;Lima Lima San Isidro;CAL.JUAN DEL CARPIO NRO. 122;Micro Empresa;OTRAS ACTIVIDADES DE TELECOMUNICACIONES;US;-12.101012;-77.0280421
Vigente;23/04/2025;20612268836;CARXPERT PERU S.A.C. . .;Lima Lima San Miguel;AV. ELMER FAUCETT 390 URB. MARANGA ETAPA 6, SAN MIGUEL;Micro Empresa;MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES;US;-12.06679731;-77.09696263
Vigente;22/04/2025;20602038336;MAXDELS GAMING SOCIEDAD ANONIMA CERRADA   MAXDELS GAMING S.A.C. . .;Lima Lima Rímac;aranciabia 645;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-12.0288789;-77.0350203
Vigente;22/04/2025;20603929048;GYM SAUNAS SPA FITNESS PLANET S.A.C. . .;Lima Lima Ate;CAR.CENTRAL MZA. A LOTE. 6 A.V. SAN JUAN BAUTISTA - ATE;Micro Empresa;GESTION DE INSTALACIONES DEPORTIVAS;US;-12.0283875;-76.9237656
Vigente;23/04/2025;10094442554;SAUL GARCIA SANTIBANEZ;Lima Lima Cercado de Lima;Jr Pablo Bermudez 177 Lim;ND;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0726401;-77.0370318
Vigente;23/04/2025;20530811001;NEVADA ENTRETENIMIENTOS S.A.C.;Lima Lima Lurin;Jr. Bolognesi 149, Lima 15823, Perú;Gran Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.2738379;-76.8690252
Vigente;26/04/2025;20461677836;CARRERA & CIA SOCIEDAD CIVIL DE RESPONSABILIDAD LIMITADA . .;Lima Lima San Luis;CARLOS EGUSQUIZA AMES 135 URB LA VIÑA - SAN LUIS;Pequeña Empresa;ACTIVIDADES JURIDICAS;MS;-12.0737575;-76.9960364
Vigente;23/04/2025;20110964928;SCHARFF INTERNATIONAL COURIER CARGO SA . .;Lima Lima Surquillo;Contralmirante Lizardo Montero 1040, Surquillo, Perú;Mediana Empresa;ACTIVIDADES DE MENSAJERIA;US;-12.11111;-77.0209763
Vigente;24/04/2025;20611985615;ECORAY GROUP E.I.R.L. . .;Lima Lima Comas;Calle la Paz 191 Piso 1 - Urbanización El Parral Comas;Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-11.9509375;-77.0540469
Vigente;24/04/2025;20611985615;ECORAY GROUP E.I.R.L. . .;Lima Lima Comas;Calle la Paz 191 Piso 2 - Urbanización El Parral Comas;Micro Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-11.9509375;-77.0540469
Vigente;8/05/2025;20605428348;J&N PROTECCION GLOBAL S.A.C. . .;Lima Lima San Borja;AV. SAN LUIS NRO. 2287 san borja;Mediana Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-12.0953153;-76.9952335
Vigente;22/04/2025;20604539430;ROCK ONE S.A.C. . .;Lima Lima Villa María del Triunfo;JIRON FLORA TRISTAN 670 VILL;Mediana Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.1912154;-76.9239279
Vigente;24/04/2025;20519438055;GNC INGENIEROS SAC . .;Callao Prov. Const. del Callao Callao;MZA. E LOTE. 13A ANGELES DE OQUENDO (PUENTE OQUENDO) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO;Pequeña Empresa;FABRICACION DE OTROS PRODUCTOS ELABORADOS DE METAL NO CLASIFICADOS PREVIAMENTE;US;-11.9699125;-77.1198906
Vigente;24/04/2025;20600968671;CORPORACION DE SERVICIOS GENERALES TOTAL PLUS S.A.C . .;La Libertad Trujillo  Victor Larco Herrera;1ER PISO MZA. Ñ3 LOTE. 7 URB. SAN ANDRES V ETAPA, VICTOR LARCO HERRERA, TRUJILLO, LA LIBERTAD;Mediana Empresa;ACTIVIDADES DE SEGURIDAD PRIVADA;US;-8.1316125;-79.0462031
Vigente;16/04/2025;20601290082;TREFILADOS Y REMACHES JJ S.A.C. . .;Lima Lima El Agustino;Avenida José Carlos Mariátegui 2303, El Agustino, Perú;Micro Empresa;OTRAS INDUSTRIAS MANUFACTURERAS NO CLASIFICADOS PREVIAMENTE;US;-12.0347153;-76.9981513
Vigente;22/04/2025;20603114559;ALJUCA S.A.C. . .;Lima Lima San Isidro;Calle Los Milanos 561 San Isidro;Micro Empresa;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;MS;-12.0963398;-77.017408
Vigente;22/04/2025;20605060812;SMARQ INMOBILIARIA S.A.C. . .;Lima Lima Villa El Salvador;MZ B LT 06 PARCELA II PARQUE INDUSTRIAL;Pequeña Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.1940625;-76.9393125
Vigente;21/04/2025;20613868560;GROUP VARUM S.A.C. . .;Lima Lima La Victoria;Calle Luis Espejo Nro 741 Urb. Santa Catalina;ND;;US;-12.0818929;-77.0191452
Vigente;21/04/2025;20538642445;AIRLIFE SERVICE PERU S.A.C . .;Lima Lima Santiago de Surco;AVENIDA Circunvalacion del golf los incas 208;Pequeña Empresa;ALQUILER Y ARRENDAMIENTO DE OTROS TIPOS DE MAQUINARIA EQUIPO Y BIENES TANGIBLES;US;-12.080996;-76.966529
Vigente;26/04/2025;20602299458;FIRE SUPPRESSION SYSTEMS S.A.C. . .;Lima Lima Santiago de Surco;CAL.ALBIZIA NRO. 253 DPTO. 2 URB. MONTERRICO SUR (ALTURA DE GRIFO REPSOL, PISTA NUEVA.) SANTIAGO DE SURCO;Mediana Empresa;OTRAS ACTIVIDADES PROFESIONALES CIENTIFICAS Y TECNICAS NO CLASIFICADOS PREVIAMENTE;US;-12.1424113;-76.9763562
Vigente;22/04/2025;20501523756;SOCIEDAD INDUCONTROL INGENIERIA S.A.C. . .;Lima Lima San Isidro;CALLE MANUEL ATANASIO FUENTES 985;Micro Empresa;ACTIVIDADES DE ARQUITECTURA E INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULTORIA TECNICA;US;-12.1028986;-77.0294266
Vigente;21/04/2025;20552727861;DMV SOLUCION OPORTUNA S.A.C;Lima Lima San Isidro;Av. Aramburú 965 – Piso 3 – Of 302;Pequeña Empresa;ACTIVIDADES DE OFICINAS PRINCIPALES;US;-12.1018875;-77.0203281
Vigente;21/04/2025;20378157138;SHALOM EXPRESS S.A.C. . .;Lima Lima Puente Piedra;Av Panamericana Norte KM 32.5 Puente Piedra;Pequeña Empresa;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;MS;-11.8530625;-77.0886875
Vigente;22/04/2025;20513091461;MADERAS AMERICA S.A.C. . .;Lima Lima Los Olivos;LOS HORNOS NRO. 249 LOS O;Mediana Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-11.97425099;-77.06307083
Vigente;21/04/2025;20512099662;LATINOS PERU COMERCIALIZADORA REPRESENTACIONES Y SERVICIOS SOCIEDAD ANONIMA CERRADA   LATINPERU SAC . .;Lima Lima Surquillo;AV. TOMAS MARSANO NRO. 2211 INT. 201 URB. LOS JAZMINES, SURQUILLO;Pequeña Empresa;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;MS;-12.1228197;-77.0049419
Vigente;23/04/2025;20512099662;LATINOS PERU COMERCIALIZADORA REPRESENTACIONES Y SERVICIOS SOCIEDAD ANONIMA CERRADA   LATINPERU SAC . .;Lima Lima Surquillo;AV. TOMAS MARSANO NRO. 2689 URB. EL PEDREGAL, SURQUILLO;Pequeña Empresa;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;MS;-12.125981;-77.0027883
Vigente;21/04/2025;20101522246;FAST WAY S R L . .;Lima Lima Cercado de Lima;Jr teodoro cardenas 273 urb santa beatriz;Micro Empresa;ACTIVIDADES DE SERVICIOS RELACIONADAS CON LA IMPRESION;US;-12.0775087;-77.0349966
Vigente;21/04/2025;20543978109;EUROMANGUERAS PERU SOCIEDAD ANONIMA CERRADA EUROMAN PERU S.A.C. . .;Lima Lima San Juan de Lurigancho;Avenida Los Proceres de La Independencia 581, San Juan de Lurigancho, Lima, Lima, Perú;Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.0216548;-77.0066726
Vigente;15/04/2025;20611857803;AMARONE S.A.C. . .;Lima Lima San Martín de Porres;INSTALACION: AV. PERU NRO. 1809 URB. PERU - SAN MARTIN DE PORRES;Pequeña Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.0323528;-77.0651168
Vigente;16/04/2025;20539937619;WALL E S.A.C. . .;La Libertad Trujillo  Trujillo;AV. ESPAÑA NRO. 611;Micro Empresa;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS NO CLASIFICADOS PREVIAMENTE;US;-8.1092893;-79.0319498
Vigente;26/04/2025;20552600445;TRANSPORTE & COMERCIO AYF S.A.C. . .;Lima Lima Ate;CAL.MARTE MZA. U LOTE. 11 INT. 2 ASC. FORTALEZA DE VITARTE (ALT. METROPOLITANA CON SEPARADORA DIRINC) ATE;Pequeña Empresa;TRANSPORTE DE CARGA POR CARRETERA;US;-12.03214705;-76.9422318
Vigente;21/04/2025;20523534751;PROGRAMA BIBLICO CATOLICO S.A.C. . .;Lima Lima San Martín de Porres;JOAQUIN CAPELLO NRO. 230 DPTO. A URB. INGENIERIA;Mediana Empresa;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS;US;-12.0255133;-77.0523015
Vigente;16/04/2025;20307574919;RODMAN & ASOCIADOS SOCIEDAD ANONIMA / RODMAN & ASOCIADOS S.A. . .;Lima Lima San Isidro;AV. PABLO CARRIQUIRRY 205 san isidro;Micro Empresa;ACTIVIDADES DE CONSULTORIA DE GESTION;US;-12.0932123;-77.0184867
Vigente;15/04/2025;20100737401;DAMASOLD S.A.C. . .;Lima Lima Independencia;AV. GERARDO UNGER NRO. 3901 LIMA - LIMA - INDEPENDENCIA;Pequeña Empresa;VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION ARTICULOS DE FERRETERIA Y EQUIPO Y MATERIALES DE FONTANERIA Y CALEFACCION;US;-11.9882235;-77.0575145
Vigente;16/04/2025;20609675323;PROSPERA CONSTRUCCIONES S.A.C. . .;Lima Lima Miraflores;CALLE CHICLAYO 530 MIRAFLORES;Pequeña Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-12.114744;-77.0338602
Vigente;16/04/2025;20602406416;AGROINDUSTRIA BALENO S.A.C. . .;Lima Lima Los Olivos;avenida universitaria 6194;Micro Empresa;ACTIVIDADES POSCOSECHA;US;-11.9637784;-77.0709298
Vigente;15/04/2025;20608474031;CORPORACION MATICORENA S.A.C. . .;Callao Prov. Const. del Callao Callao;COOP. TRABAJADORES UNIDOS DEL CALLAO AV. SANTA ROSA MZ C LOTE 8A;Micro Empresa;VENTA AL POR MAYOR A CAMBIO DE UNA RETRIBUCION O POR CONTRATA;MS;-12.0551875;-77.1143125
Vigente;15/04/2025;20606806877;BROOKLINE GAMING SAC . .;Lima Lima La Victoria;PRO.HUANUCO NRO. 1553;Pequeña Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.063466;-77.015182
Vigente;15/04/2025;10734197594;KYHARA LUCERO LOPEZ CHACON;Lima Lima Pueblo Libre;calle mariano pastor sevilla 174;ND;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;MS;-12.07323302;-77.06505529
Vigente;16/04/2025;20609102595;IMPORT & EXPOR SOLYMARJESUS E.I.R.L. . .;Lima Lima Santa Anita;marcelino valera 415, santa a;Micro Empresa;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;US;-12.0494398;-76.9708181
Vigente;16/04/2025;20132373524;ESPARQ CIESA CONTRATISTAS GENERALES S.A.C. . .;Lima Lima San Borja;Jr. Van de Velde N°185 - San Borja;Gran Empresa;CONSTRUCCION DE EDIFICIOS;MS;-12.0938617;-76.9888013
Vigente;2/05/2025;20481045500;INVERSIONES PUCARA S.A.C.;La Libertad Trujillo  Trujillo;AV. Pucara MZ. E TDA 0 Lt. 10 URB. Manpuesto, TRUJILLO, TRUJILLO, LA LIBERTAD;Pequeña Empresa;VENTA AL POR MAYOR DE ALIMENTOS BEBIDAS Y TABACO;US;-8.0911125;-79.0237969
Vigente;15/05/2025;20600890612;CLINICA VETERINARIA HABICH S.A.C. . .;Lima Lima San Martín de Porres;AV. ALFREDO MENDIOLA NRO. 347 URB. INGENIERIA (OV. HABICH), SAN MARTIN DE PORRES;Micro Empresa;ACTIVIDADES VETERINARIAS;US;-12.02841203;-77.05874015
Vigente;15/04/2025;20120578813;EMPRESA DE TRANSPORTES APOCALIPSIS SA . .;Lima Lima Comas;AV. TUPAC AMARU NRO. 7612;Mediana Empresa;OTRAS ACTIVIDADES DE TRANSPORTE POR VIA TERRESTRE;US;-11.91871497;-77.04134971
Vigente;21/04/2025;20451658175;PROMAX FILM S.A.C. . .;Lima Lima Surquillo;C. Los Negocios 345, Surquillo 15047;Pequeña Empresa;VENTA DE PARTES PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;US;-12.10471827;-77.0202273
Vigente;16/04/2025;20600822137;JUNCO RECREATIVOS S.A.C. . .;Lima Lima Comas;AV. VICTOR ANDRES BELAUNDE OESTE NRO. 897A - COMAS;Micro Empresa;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MOVIL DE COMIDAS;US;-11.9353393;-77.0558716
Vigente;25/04/2025;20477264256;GUTIERREZ & TRUJILLO ASESORES Y CONSULTORES S.A.C.   G & T ASESORES S.A.C. . .;La Libertad Trujillo  Trujillo;Martínez de Compañón 445, Trujillo 13008;Mediana Empresa;ACTIVIDADES JURIDICAS;US;-8.1173545;-79.0366738
Vigente;16/04/2025;20609861275;CF ELECTRIC PERU S.A.C. . .;Lima Lima San Isidro;CAL.LOS HALCONES NRO. 355 URB. LIMATAMBO;Micro Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;US;-12.1045792;-77.0218655
Vigente;15/04/2025;20612342424;CORPORATION VIVE LATAM S.R.L. . .;Lima Lima Lince;AV. JOSE LEAL 1584 - 3ER PISO, LINCE;Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;MS;-12.0863828;-77.0480612
Vigente;16/04/2025;20612342424;CORPORATION VIVE LATAM S.R.L. . .;Lima Lima San Martín de Porres;"JR. MARIANO ZARATE MZ ""X"" LOTE 21 URB. VIRGEN DE FATIMA, SAN MARTIN DE PORRES";Pequeña Empresa;VENTA AL POR MAYOR NO ESPECIALIZADA;MS;-11.98830681;-77.08847788
Vigente;22/04/2025;20610984461;ADMINISTRACION INTEGRAL DE ACTIVOS S.A.C. . .;Lima Lima Comas;AV. EL PINAR NRO. 2 DPTO. 101 URB. EL PINAR;Micro Empresa;ACTIVIDADES INMOBILIARIAS REALIZADAS CON BIENES PROPIOS O ARRENDADOS;US;-11.9188625;-77.0604219
Vigente;16/04/2025;20603130074;ELECTRICAL PROJECTS S.A.C. . .;Lima Lima San Isidro;Av. del Parque Nte. 620, San Isidro 15036;Micro Empresa;OTRAS ACTIVIDADES DE VENTA AL POR MENOR NO REALIZADAS EN COMERCIOS PUESTOS DE VENTA O MERCADOS;US;-12.0922415;-77.0124973
Vigente;16/04/2025;20107494848;ADMINISTRACION DE SERVICIOS MEDICOS S.A. . .;Lima Lima Miraflores;CALLE ENRIQUE PALACIOS NRO. 360 INT. 603, ENRIQUE PALACIOS - MIRAFLORES;Micro Empresa;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES;US;-12.1168003;-77.0320777
Vigente;22/04/2025;20553638543;MAQUIMOTORA ALTA GRACIA S.A.C. . .;Lima Lima Pueblo Libre;AV LA MARINA 1110 PUEBLO LIBRE;Micro Empresa;VENTA DE VEHICULOS AUTOMOTORES;MS;-12.0805025;-77.0735575
Vigente;21/04/2025;20111490571;ANDEAN TOURS SRLTDA;Lima Lima Santiago de Surco;CALLE los Antares Nro. 320 Int. A506 NRO 320 INT. 506 TORRE A Mz. - Lt. - URB. la Alborada;Micro Empresa;ACTIVIDADES DE OPERADORES TURISTICOS;US;-12.1269375;-76.9878125
Vigente;16/04/2025;20612232203;AJILES PERU S.A.C. . .;Callao Prov. Const. del Callao Bellavista;Av. Juan Pablo  487, Bellavista 07011;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-12.0625778;-77.1169826
Vigente;29/04/2025;20612232203;AJILES PERU S.A.C. . .;Lima Lima Villa El Salvador;Sector 06, Grupo 08A, Manzana A, Lote 12;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-12.2256625;-76.9414844
Vigente;26/04/2025;20612232203;AJILES PERU S.A.C. . .;Lima Lima Chorrillos;Av. Guardia Peruana 1066, Chorrillos 15056;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-12.1822569;-77.0006026
Vigente;25/04/2025;20612232203;AJILES PERU S.A.C. . .;Lima Lima Santiago de Surco;Cnel. Lorenzo Iglesias Pino 143, Lima 15054;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-12.1628376;-76.991735
Vigente;21/04/2025;20523714903;BIOGENICS LAB S.A.C. . .;Lima Lima Los Olivos;JR. JOSE SANTOS ATAHUALPA NRO. 893;Pequeña Empresa;VENTA AL POR MENOR DE PRODUCTOS FARMACEUTICOS Y MEDICOS COSMETICOS Y ARTICULOS DE TOCADOR EN COMERCIOS ESPECIALIZADOS;US;-12.0084679;-77.0724197
Vigente;10/05/2025;20612232203;AJILES PERU S.A.C. . .;Lima Lima Rímac;Braulio Sancho Dávila 295, Lima 15096;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-12.0173466;-77.0335753
Vigente;22/04/2025;20612232203;AJILES PERU S.A.C. . .;Lima Lima Puente Piedra;Av San Juan 136, Puente Piedra 15118;Gran Empresa;VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS CON PREDOMINIO DE LA VENTA DE ALIMENTOS BEBIDAS O TABACO;MS;-11.8580986;-77.0859677
Vigente;29/04/2025;20514170623;VIDAL & VALDIVIA CONTADORES ASOCIADOS SOCIEDAD ANONIMA CERRADA . .;Lima Lima Surquillo;AVENIDA AVIACION 3944 SURQUILLO;Pequeña Empresa;"ACTIVIDADES DE CONTABILIDAD TENEDURIA DE LIBROS Y AUDITORIA; CONSULTORIA FISCAL";US;-12.1149092;-76.999687
Vigente;21/04/2025;20486353181;INVERSIONES ANDEAN DEL CENTRO SOCIEDAD ANONIMA CERRADA . .;Lima Lima Lince;AV. ALMIRANTE GUISSE NRO. 1500 (TAMBIEN DOMINGO CUETO NRO. 421) LIMA - LIMA - LINCE;Micro Empresa;ACTIVIDADES DE JUEGOS DE AZAR Y APUESTAS;US;-12.0804375;-77.0396875
Vigente;16/04/2025;20544730283;PISOCRET S.A.C . .;Lima Lima Santiago de Surco;Calle Pedro Canga 100 Urb. San Roque, Santiago de Surco;Mediana Empresa;CONSTRUCCION DE EDIFICIOS;US;-12.1425349;-76.9919439
Vigente;22/04/2025;20512264701;L M B INDUSTRIAL EIRL . .;Lima Lima Cercado de Lima;ramon carcamo 565;Micro Empresa;VENTA AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO;US;-12.0463758;-77.0504847
